Task_ID,Task_Type,Priority,Completion_Status,Dependency,Task_Importance,Estimated_Time,Interruptions,Workload,Task_Creation_Time,Deadline,Hours_To_Deadline,Urgency_Score
TASK_0793,Design,Low,Pending,External,2,4.4,4.7,6.4,2025-06-01 09:00:00,2025-06-04 15:00:00,78.0,3.2
TASK_0794,Development,Medium,Completed,External,3,5.7,0.2,4.8,2025-06-02 02:00:00,2025-06-03 18:00:00,40.0,2.9
TASK_0795,Documentation,Low,Completed,None,8,2.6,1.8,5.0,2025-06-01 11:00:00,2025-06-04 07:00:00,68.0,4.2
TASK_0796,Testing,Low,In Progress,External,6,6.0,4.3,3.3,2025-06-01 06:00:00,2025-06-01 18:00:00,12.0,5.5
TASK_0797,Brainstorming,Low,Completed,None,7,0.9,2.0,8.4,2025-06-01 16:00:00,2025-06-02 12:00:00,20.0,4.7
TASK_0798,Testing,Medium,In Progress,External,6,0.9,1.0,5.4,2025-06-03 16:00:00,2025-06-06 12:00:00,68.0,3.3
TASK_0799,Exam Preparation,Medium,In Progress,None,6,3.4,2.1,5.9,2025-06-03 15:00:00,2025-06-03 21:00:00,6.0,6.2
TASK_0800,Brainstorming,Medium,In Progress,None,3,3.2,1.9,3.7,2025-06-05 17:00:00,2025-06-10 11:00:00,114.0,2.5
TASK_0801,Group Project,Medium,In Progress,Internal,8,2.9,4.6,2.6,2025-06-02 01:00:00,2025-06-03 06:00:00,29.0,4.8
TASK_0802,Presentation,High,Pending,Internal,7,4.2,3.8,1.8,2025-06-01 14:00:00,2025-06-03 22:00:00,56.0,4.2
TASK_0803,Review,Low,Pending,Internal,7,2.9,2.5,7.4,2025-06-05 18:00:00,2025-06-07 04:00:00,34.0,4.6
TASK_0804,Documentation,Medium,Pending,None,6,1.9,4.9,2.8,2025-06-02 08:00:00,2025-06-03 13:00:00,29.0,4.2
TASK_0805,Analysis,High,In Progress,External,5,2.8,2.3,7.2,2025-06-03 13:00:00,2025-06-04 15:00:00,26.0,4.0
TASK_0806,Customer Support,Medium,Pending,None,10,7.8,0.3,4.5,2025-06-05 04:00:00,2025-06-06 13:00:00,33.0,5.4
TASK_0807,Group Project,Medium,Completed,Internal,8,3.6,1.3,4.7,2025-06-02 22:00:00,2025-06-03 11:00:00,13.0,5.3
TASK_0808,Bug Fixing,High,Completed,None,5,3.8,2.2,5.2,2025-06-04 22:00:00,2025-06-08 01:00:00,75.0,3.5
TASK_0809,Design,High,In Progress,Internal,9,4.8,0.8,4.3,2025-06-02 10:00:00,2025-06-07 01:00:00,111.0,4.4
TASK_0810,Review,Low,Pending,Internal,9,7.9,4.7,1.9,2025-06-03 16:00:00,2025-06-07 12:00:00,92.0,5.3
TASK_0811,Design,Medium,Completed,External,1,2.3,3.8,3.8,2025-06-03 23:00:00,2025-06-06 18:00:00,67.0,2.3
TASK_0812,Planning,Medium,Completed,None,6,5.6,1.3,7.0,2025-06-04 03:00:00,2025-06-05 04:00:00,25.0,4.5
TASK_0813,Design,Medium,Completed,None,7,5.9,3.0,7.0,2025-06-05 21:00:00,2025-06-06 15:00:00,18.0,5.4
TASK_0814,Research,Medium,Pending,Internal,3,5.1,3.6,3.6,2025-06-04 10:00:00,2025-06-08 22:00:00,108.0,3.1
TASK_0815,Research,Medium,In Progress,None,7,1.2,4.7,5.1,2025-06-02 00:00:00,2025-06-04 11:00:00,59.0,4.3
TASK_0816,Brainstorming,Medium,Pending,Internal,7,5.6,4.4,2.7,2025-06-03 08:00:00,2025-06-06 13:00:00,77.0,4.5
TASK_0817,Exam Preparation,Medium,Pending,None,2,1.0,2.6,2.9,2025-06-02 07:00:00,2025-06-03 06:00:00,23.0,2.6
TASK_0818,Training,High,Completed,None,7,5.0,3.9,1.2,2025-06-03 14:00:00,2025-06-08 02:00:00,108.0,4.1
TASK_0819,Documentation,Medium,Completed,Internal,1,6.0,2.8,9.1,2025-06-01 11:00:00,2025-06-03 13:00:00,50.0,3.2
TASK_0820,Customer Support,Low,In Progress,External,5,2.1,2.8,2.9,2025-06-03 14:00:00,2025-06-07 08:00:00,90.0,3.1
TASK_0821,Development,Medium,Completed,None,9,6.8,0.6,3.0,2025-06-04 04:00:00,2025-06-06 12:00:00,56.0,4.6
TASK_0822,Deployment,Low,In Progress,None,7,0.7,0.6,3.5,2025-06-04 19:00:00,2025-06-07 03:00:00,56.0,3.4
TASK_0823,Presentation,Medium,In Progress,None,7,6.8,2.6,2.1,2025-06-01 00:00:00,2025-06-01 04:00:00,4.0,7.7
TASK_0824,Planning,Medium,Pending,External,2,4.0,1.3,6.8,2025-06-03 02:00:00,2025-06-03 07:00:00,5.0,5.5
TASK_0825,Group Project,Low,Completed,None,8,2.1,0.1,1.7,2025-06-03 21:00:00,2025-06-06 10:00:00,61.0,3.5
TASK_0826,Deployment,Medium,Pending,Internal,3,1.5,3.6,2.2,2025-06-01 07:00:00,2025-06-02 05:00:00,22.0,3.1
TASK_0827,Development,Low,Completed,Internal,8,7.6,0.2,6.8,2025-06-03 19:00:00,2025-06-06 12:00:00,65.0,4.7
TASK_0828,Meeting,Low,Completed,None,3,1.0,3.0,4.1,2025-06-01 04:00:00,2025-06-04 13:00:00,81.0,2.6
TASK_0829,Assignment,Medium,Pending,External,10,2.0,2.7,7.4,2025-06-04 16:00:00,2025-06-07 19:00:00,75.0,5.1
TASK_0830,Assignment,Medium,In Progress,None,7,3.1,4.8,6.0,2025-06-04 13:00:00,2025-06-08 22:00:00,105.0,4.5
TASK_0831,Deployment,High,Completed,None,2,5.2,2.4,3.3,2025-06-04 19:00:00,2025-06-05 10:00:00,15.0,3.5
TASK_0832,Deployment,Medium,In Progress,Internal,4,4.6,0.3,6.9,2025-06-02 14:00:00,2025-06-03 19:00:00,29.0,3.5
TASK_0833,Lecture Notes Review,Medium,Completed,None,6,1.4,2.8,2.0,2025-06-01 22:00:00,2025-06-03 04:00:00,30.0,3.7
TASK_0834,Review,Medium,Completed,None,9,2.7,4.2,5.8,2025-06-03 19:00:00,2025-06-05 03:00:00,32.0,5.3
TASK_0835,Report Writing,Low,In Progress,None,5,2.3,5.0,4.9,2025-06-03 03:00:00,2025-06-03 21:00:00,18.0,4.5
TASK_0836,Customer Support,High,Pending,None,9,2.1,2.2,3.4,2025-06-01 03:00:00,2025-06-03 04:00:00,49.0,4.4
TASK_0837,Analysis,Medium,Completed,None,5,3.6,1.6,6.4,2025-06-02 22:00:00,2025-06-03 02:00:00,4.0,7.0
TASK_0838,Training,High,In Progress,External,10,5.8,4.5,8.8,2025-06-01 20:00:00,2025-06-04 11:00:00,63.0,6.1
TASK_0839,Research,Low,Pending,External,8,2.1,1.0,10.0,2025-06-05 04:00:00,2025-06-09 18:00:00,110.0,4.4
TASK_0840,Development,Medium,Pending,External,1,3.3,3.1,6.5,2025-06-03 07:00:00,2025-06-07 06:00:00,95.0,2.5
TASK_0841,Review,Medium,In Progress,None,7,3.4,2.0,4.6,2025-06-05 08:00:00,2025-06-07 20:00:00,60.0,4.0
TASK_0842,Deployment,High,Completed,None,4,7.8,0.2,3.0,2025-06-03 17:00:00,2025-06-03 23:00:00,6.0,5.5
TASK_0843,Planning,Low,Completed,None,5,7.7,1.7,3.3,2025-06-03 10:00:00,2025-06-08 08:00:00,118.0,3.6
TASK_0844,Presentation,Medium,In Progress,None,6,6.5,1.3,5.3,2025-06-01 06:00:00,2025-06-02 03:00:00,21.0,4.6
TASK_0845,Report Writing,High,Pending,None,5,2.3,3.4,4.3,2025-06-03 00:00:00,2025-06-05 07:00:00,55.0,3.5
TASK_0846,Review,Medium,Pending,None,1,1.0,4.7,9.2,2025-06-01 15:00:00,2025-06-04 06:00:00,63.0,2.9
TASK_0847,Design,Medium,Completed,None,9,2.9,1.3,4.3,2025-06-01 16:00:00,2025-06-03 05:00:00,37.0,4.6
TASK_0848,Deployment,Low,Pending,None,2,2.5,4.1,4.4,2025-06-04 11:00:00,2025-06-08 14:00:00,99.0,2.6
TASK_0849,Brainstorming,High,Pending,Internal,9,4.3,0.3,4.5,2025-06-04 14:00:00,2025-06-08 14:00:00,96.0,4.3
TASK_0850,Deployment,Low,Pending,Internal,10,6.3,2.7,8.5,2025-06-05 01:00:00,2025-06-08 21:00:00,92.0,5.7
TASK_0851,Training,High,In Progress,External,2,6.9,0.4,6.9,2025-06-04 02:00:00,2025-06-06 17:00:00,63.0,2.9
TASK_0852,Planning,High,Completed,Internal,9,6.8,4.7,6.5,2025-06-02 09:00:00,2025-06-03 14:00:00,29.0,6.0
TASK_0853,Design,Low,Pending,External,6,3.2,3.8,4.0,2025-06-02 08:00:00,2025-06-06 18:00:00,106.0,3.8
TASK_0854,Report Writing,Medium,In Progress,None,9,5.7,3.3,8.4,2025-06-02 01:00:00,2025-06-05 04:00:00,75.0,5.4
TASK_0855,Research,Low,In Progress,None,6,2.8,4.1,1.3,2025-06-03 17:00:00,2025-06-04 15:00:00,22.0,4.2
TASK_0856,Training,Low,Completed,External,6,1.0,3.2,8.8,2025-06-03 14:00:00,2025-06-08 08:00:00,114.0,3.9
TASK_0857,Group Project,High,Pending,External,2,5.8,4.8,5.6,2025-06-04 14:00:00,2025-06-09 03:00:00,109.0,3.3
TASK_0858,Exam Preparation,High,In Progress,External,8,0.6,3.6,4.6,2025-06-02 16:00:00,2025-06-03 17:00:00,25.0,4.7
TASK_0859,Development,Medium,Pending,External,3,3.6,4.6,5.5,2025-06-04 13:00:00,2025-06-08 13:00:00,96.0,3.3
TASK_0860,Deployment,Medium,Completed,None,7,3.0,2.6,7.0,2025-06-03 09:00:00,2025-06-04 21:00:00,36.0,4.5
TASK_0861,Review,Low,In Progress,External,5,5.7,0.6,1.1,2025-06-05 01:00:00,2025-06-06 18:00:00,41.0,3.2
TASK_0862,Training,Low,Pending,Internal,3,6.2,2.6,8.8,2025-06-04 06:00:00,2025-06-08 22:00:00,112.0,3.5
TASK_0863,Presentation,Low,In Progress,None,1,2.8,0.6,5.0,2025-06-01 09:00:00,2025-06-06 02:00:00,113.0,1.8
TASK_0864,Meeting,Low,Completed,External,8,6.6,3.0,4.1,2025-06-01 14:00:00,2025-06-03 04:00:00,38.0,5.0
TASK_0865,Presentation,Medium,Pending,None,3,2.7,2.4,2.2,2025-06-02 17:00:00,2025-06-07 07:00:00,110.0,2.4
TASK_0866,Brainstorming,Medium,Completed,External,2,3.8,3.1,5.0,2025-06-04 20:00:00,2025-06-07 18:00:00,70.0,2.8
TASK_0867,Exam Preparation,Medium,Pending,External,1,6.0,0.1,5.5,2025-06-03 08:00:00,2025-06-06 22:00:00,86.0,2.2
TASK_0868,Design,Low,In Progress,None,4,5.7,1.0,4.6,2025-06-04 14:00:00,2025-06-05 03:00:00,13.0,4.2
TASK_0869,Meeting,Medium,In Progress,External,8,7.9,2.5,7.1,2025-06-01 16:00:00,2025-06-05 14:00:00,94.0,5.1
TASK_0870,Case Study,High,Completed,None,3,2.2,4.8,4.8,2025-06-03 11:00:00,2025-06-04 05:00:00,18.0,3.9
TASK_0871,Deployment,Low,Pending,External,1,5.5,1.9,9.7,2025-06-01 08:00:00,2025-06-01 22:00:00,14.0,3.9
TASK_0872,Development,High,Completed,None,4,5.1,2.1,6.4,2025-06-05 17:00:00,2025-06-10 11:00:00,114.0,3.4
TASK_0873,Report Writing,High,Completed,External,9,7.4,3.6,8.3,2025-06-02 11:00:00,2025-06-06 08:00:00,93.0,5.6
TASK_0874,Review,Low,In Progress,None,1,1.7,3.0,2.0,2025-06-04 00:00:00,2025-06-05 03:00:00,27.0,2.3
TASK_0875,Group Project,High,Completed,External,2,6.1,1.5,4.6,2025-06-04 07:00:00,2025-06-07 15:00:00,80.0,2.7
TASK_0876,Report Writing,Medium,Completed,None,9,4.8,2.1,4.0,2025-06-02 11:00:00,2025-06-06 14:00:00,99.0,4.6
TASK_0877,Analysis,Medium,Pending,Internal,2,2.6,1.1,6.1,2025-06-02 23:00:00,2025-06-07 07:00:00,104.0,2.3
TASK_0878,Meeting,Medium,Pending,Internal,3,4.1,4.8,8.8,2025-06-03 02:00:00,2025-06-03 09:00:00,7.0,5.9
TASK_0879,Deployment,Medium,Completed,Internal,7,3.0,0.7,1.7,2025-06-05 00:00:00,2025-06-05 16:00:00,16.0,4.2
TASK_0880,Bug Fixing,Medium,Pending,External,3,4.8,1.9,1.7,2025-06-05 22:00:00,2025-06-09 02:00:00,76.0,2.6
TASK_0881,Documentation,Medium,Completed,External,9,7.2,0.1,8.7,2025-06-04 22:00:00,2025-06-07 10:00:00,60.0,5.1
TASK_0882,Development,Medium,Completed,None,6,4.8,1.1,2.9,2025-06-03 21:00:00,2025-06-08 17:00:00,116.0,3.4
TASK_0883,Documentation,Medium,Pending,None,3,5.2,3.9,7.0,2025-06-04 01:00:00,2025-06-08 06:00:00,101.0,3.5
TASK_0884,Exam Preparation,Medium,In Progress,None,9,4.4,1.0,5.9,2025-06-04 07:00:00,2025-06-05 23:00:00,40.0,4.8
TASK_0885,Planning,High,In Progress,External,1,0.9,0.4,8.5,2025-06-03 19:00:00,2025-06-05 22:00:00,51.0,2.1
TASK_0886,Group Project,Low,In Progress,Internal,10,2.2,2.4,2.1,2025-06-05 21:00:00,2025-06-08 23:00:00,74.0,4.5
TASK_0887,Research,Low,Pending,None,3,4.2,0.0,2.2,2025-06-01 21:00:00,2025-06-02 01:00:00,4.0,5.8
TASK_0888,Planning,High,Pending,Internal,1,2.8,0.4,6.0,2025-06-04 04:00:00,2025-06-06 19:00:00,63.0,2.0
TASK_0889,Presentation,Medium,In Progress,External,2,1.9,4.0,9.5,2025-06-04 07:00:00,2025-06-04 22:00:00,15.0,4.1
TASK_0890,Meeting,Low,Completed,External,8,4.3,3.9,4.7,2025-06-05 19:00:00,2025-06-06 19:00:00,24.0,5.2
TASK_0891,Development,Low,Completed,None,7,2.9,4.6,3.9,2025-06-04 20:00:00,2025-06-05 10:00:00,14.0,5.3
TASK_0892,Customer Support,Low,In Progress,None,2,2.4,4.3,6.5,2025-06-01 05:00:00,2025-06-03 04:00:00,47.0,3.1
TASK_0893,Brainstorming,High,Pending,None,2,4.0,3.4,9.4,2025-06-02 01:00:00,2025-06-06 23:00:00,118.0,3.2
TASK_0894,Customer Support,Medium,In Progress,External,9,1.5,0.3,8.5,2025-06-04 02:00:00,2025-06-06 15:00:00,61.0,4.5
TASK_0895,Report Writing,High,Pending,None,6,7.5,3.9,10.0,2025-06-04 15:00:00,2025-06-09 06:00:00,111.0,5.0
TASK_0896,Design,Medium,Completed,None,5,7.0,4.2,1.2,2025-06-04 20:00:00,2025-06-06 19:00:00,47.0,4.0
TASK_0897,Deployment,Medium,Completed,Internal,10,5.8,4.0,2.0,2025-06-01 02:00:00,2025-06-04 11:00:00,81.0,5.2
TASK_0898,Analysis,Medium,Completed,Internal,6,1.3,2.5,6.5,2025-06-03 03:00:00,2025-06-07 08:00:00,101.0,3.6
TASK_0899,Brainstorming,Medium,Completed,Internal,9,6.3,1.2,8.4,2025-06-04 01:00:00,2025-06-05 14:00:00,37.0,5.4
TASK_0900,Development,Low,Pending,None,7,6.6,4.2,3.6,2025-06-03 11:00:00,2025-06-04 15:00:00,28.0,5.0
TASK_0901,Exam Preparation,High,Completed,None,10,6.3,3.6,3.2,2025-06-03 14:00:00,2025-06-03 21:00:00,7.0,7.5
TASK_0902,Bug Fixing,High,Pending,External,10,1.4,4.9,8.1,2025-06-03 16:00:00,2025-06-06 11:00:00,67.0,5.5
TASK_0903,Case Study,Medium,Completed,None,9,5.3,0.8,1.5,2025-06-03 03:00:00,2025-06-08 02:00:00,119.0,4.2
TASK_0904,Assignment,High,Pending,None,4,6.8,1.1,4.3,2025-06-05 10:00:00,2025-06-09 07:00:00,93.0,3.2
TASK_0905,Report Writing,High,Completed,None,2,4.8,1.1,5.6,2025-06-04 17:00:00,2025-06-05 12:00:00,19.0,3.3
TASK_0906,Customer Support,Medium,Completed,None,8,5.3,4.0,6.0,2025-06-04 03:00:00,2025-06-04 16:00:00,13.0,6.1
TASK_0907,Planning,Low,Pending,None,4,3.9,0.9,7.6,2025-06-01 13:00:00,2025-06-06 05:00:00,112.0,3.1
TASK_0908,Exam Preparation,Medium,Pending,None,9,4.5,0.3,4.2,2025-06-04 16:00:00,2025-06-07 13:00:00,69.0,4.4
TASK_0909,Analysis,Medium,Completed,None,4,0.8,5.0,6.5,2025-06-03 23:00:00,2025-06-05 13:00:00,38.0,3.7
TASK_0910,Analysis,Low,In Progress,None,8,5.3,0.1,6.3,2025-06-05 10:00:00,2025-06-09 00:00:00,86.0,4.3
TASK_0911,Meeting,Low,Pending,External,9,1.1,4.2,5.9,2025-06-03 19:00:00,2025-06-04 04:00:00,9.0,6.4
TASK_0912,Research,High,Pending,None,9,3.8,1.8,6.8,2025-06-02 03:00:00,2025-06-03 01:00:00,22.0,5.4
TASK_0913,Research,Low,Pending,External,10,2.7,4.2,3.3,2025-06-03 22:00:00,2025-06-06 12:00:00,62.0,5.1
TASK_0914,Report Writing,Medium,Completed,None,4,4.6,2.8,1.8,2025-06-01 09:00:00,2025-06-03 17:00:00,56.0,3.1
TASK_0915,Customer Support,High,In Progress,None,1,1.5,4.5,2.1,2025-06-05 18:00:00,2025-06-10 17:00:00,119.0,2.0
TASK_0916,Development,High,Pending,External,3,5.7,4.6,3.0,2025-06-03 08:00:00,2025-06-08 06:00:00,118.0,3.3
TASK_0917,Case Study,Low,Pending,None,9,6.5,0.0,5.5,2025-06-05 03:00:00,2025-06-05 14:00:00,11.0,6.0
TASK_0918,Analysis,High,Pending,None,4,1.7,0.4,8.6,2025-06-03 17:00:00,2025-06-07 02:00:00,81.0,2.9
TASK_0919,Assignment,Low,Pending,None,5,1.3,1.3,7.3,2025-06-04 17:00:00,2025-06-05 06:00:00,13.0,4.3
TASK_0920,Development,Low,In Progress,Internal,7,1.6,3.3,8.1,2025-06-05 20:00:00,2025-06-08 18:00:00,70.0,4.3
TASK_0921,Development,Medium,Pending,None,5,7.1,4.4,4.2,2025-06-03 01:00:00,2025-06-04 18:00:00,41.0,4.4
TASK_0922,Training,Medium,Pending,None,4,4.5,2.3,4.6,2025-06-01 13:00:00,2025-06-02 21:00:00,32.0,3.6
TASK_0923,Case Study,Medium,Completed,External,2,4.0,3.0,4.5,2025-06-01 15:00:00,2025-06-02 09:00:00,18.0,3.4
TASK_0924,Review,Medium,Pending,None,2,1.3,0.9,2.7,2025-06-03 05:00:00,2025-06-06 23:00:00,90.0,1.8
TASK_0925,Group Project,Low,In Progress,None,4,5.4,4.0,1.6,2025-06-02 18:00:00,2025-06-03 20:00:00,26.0,3.8
TASK_0926,Documentation,Low,In Progress,None,10,7.0,4.8,6.3,2025-06-02 17:00:00,2025-06-06 06:00:00,85.0,5.9
TASK_0927,Bug Fixing,Medium,In Progress,External,10,6.7,1.3,9.9,2025-06-04 08:00:00,2025-06-06 09:00:00,49.0,5.8
TASK_0928,Research,High,In Progress,None,9,5.2,2.5,2.5,2025-06-05 13:00:00,2025-06-09 03:00:00,86.0,4.6
TASK_0929,Research,Medium,In Progress,None,8,1.1,0.4,1.4,2025-06-01 21:00:00,2025-06-03 04:00:00,31.0,3.7
TASK_0930,Testing,Low,Completed,None,3,1.3,2.8,8.0,2025-06-03 19:00:00,2025-06-05 00:00:00,29.0,3.4
TASK_0931,Research,Medium,In Progress,Internal,9,0.9,2.5,3.3,2025-06-01 18:00:00,2025-06-02 07:00:00,13.0,5.3
TASK_0932,Case Study,Low,In Progress,None,5,2.4,0.7,8.5,2025-06-03 17:00:00,2025-06-05 19:00:00,50.0,3.5
TASK_0933,Training,Low,Completed,Internal,3,1.5,2.2,7.3,2025-06-02 14:00:00,2025-06-02 21:00:00,7.0,4.9
TASK_0934,Deployment,High,In Progress,None,5,2.5,1.7,9.5,2025-06-04 00:00:00,2025-06-06 10:00:00,58.0,3.8
TASK_0935,Meeting,Low,Pending,Internal,10,3.4,2.6,4.7,2025-06-01 18:00:00,2025-06-04 15:00:00,69.0,5.0
TASK_0936,Design,Low,Pending,Internal,4,7.6,2.9,7.0,2025-06-01 15:00:00,2025-06-04 13:00:00,70.0,4.0
TASK_0937,Meeting,Medium,Pending,None,8,5.1,0.0,5.2,2025-06-03 05:00:00,2025-06-03 15:00:00,10.0,5.6
TASK_0938,Brainstorming,Medium,Completed,None,5,6.8,3.8,6.7,2025-06-02 00:00:00,2025-06-04 10:00:00,58.0,4.4
TASK_0939,Meeting,Medium,Completed,None,10,5.8,3.6,5.0,2025-06-05 15:00:00,2025-06-09 02:00:00,83.0,5.5
TASK_0940,Design,Low,Completed,None,8,1.3,1.8,2.7,2025-06-01 17:00:00,2025-06-03 03:00:00,34.0,4.1
TASK_0941,Planning,Low,In Progress,External,9,6.0,0.3,5.6,2025-06-01 22:00:00,2025-06-05 03:00:00,77.0,4.7
TASK_0942,Case Study,Low,In Progress,None,4,2.6,3.8,5.8,2025-06-05 20:00:00,2025-06-06 18:00:00,22.0,4.0
TASK_0943,Assignment,Low,Pending,None,7,5.3,4.8,8.3,2025-06-04 12:00:00,2025-06-05 19:00:00,31.0,5.4
TASK_0944,Research,Medium,In Progress,None,2,3.1,1.2,7.6,2025-06-01 10:00:00,2025-06-04 22:00:00,84.0,2.6
TASK_0945,Research,High,In Progress,Internal,6,8.0,1.6,7.0,2025-06-02 14:00:00,2025-06-03 21:00:00,31.0,4.7
TASK_0946,Training,High,Completed,None,8,2.5,0.9,2.0,2025-06-05 08:00:00,2025-06-06 06:00:00,22.0,4.3
TASK_0947,Testing,High,Pending,None,7,2.6,2.9,7.5,2025-06-03 19:00:00,2025-06-08 03:00:00,104.0,4.2
TASK_0948,Training,Medium,In Progress,None,7,7.5,0.8,5.5,2025-06-02 00:00:00,2025-06-05 18:00:00,90.0,4.3
TASK_0949,Deployment,Medium,In Progress,Internal,8,0.7,1.8,9.0,2025-06-03 14:00:00,2025-06-04 13:00:00,23.0,4.9
TASK_0950,Deployment,Medium,In Progress,External,7,5.7,3.5,9.3,2025-06-04 23:00:00,2025-06-05 15:00:00,16.0,5.8
TASK_0951,Analysis,Medium,In Progress,None,5,5.9,2.8,1.5,2025-06-02 05:00:00,2025-06-05 13:00:00,80.0,3.5
TASK_0952,Testing,Medium,Completed,None,7,6.8,1.9,8.4,2025-06-02 20:00:00,2025-06-04 18:00:00,46.0,4.9
TASK_0953,Training,Low,Pending,None,10,7.8,2.1,1.3,2025-06-04 17:00:00,2025-06-05 07:00:00,14.0,6.1
TASK_0954,Research,Medium,Completed,None,3,7.8,2.8,4.3,2025-06-03 12:00:00,2025-06-05 15:00:00,51.0,3.5
TASK_0955,Documentation,High,In Progress,Internal,5,1.0,0.0,5.9,2025-06-05 03:00:00,2025-06-05 21:00:00,18.0,3.6
TASK_0956,Presentation,Low,Completed,External,7,6.7,0.4,2.3,2025-06-03 02:00:00,2025-06-03 22:00:00,20.0,4.5
TASK_0957,Design,Low,Completed,None,9,5.3,4.4,7.7,2025-06-05 01:00:00,2025-06-07 10:00:00,57.0,5.6
TASK_0958,Design,Medium,Pending,Internal,2,5.4,0.4,1.1,2025-06-01 08:00:00,2025-06-03 13:00:00,53.0,2.2
TASK_0959,Meeting,High,Pending,None,4,1.5,3.5,2.5,2025-06-04 03:00:00,2025-06-05 10:00:00,31.0,3.2
TASK_0960,Presentation,Medium,Completed,External,7,5.4,4.6,6.2,2025-06-01 01:00:00,2025-06-04 15:00:00,86.0,4.8
TASK_0961,Testing,Medium,In Progress,Internal,1,7.9,1.4,7.4,2025-06-05 05:00:00,2025-06-05 12:00:00,7.0,5.0
TASK_0962,Review,Low,Completed,None,2,7.3,1.9,9.2,2025-06-01 04:00:00,2025-06-02 05:00:00,25.0,3.8
TASK_0963,Deployment,Medium,Pending,External,9,3.8,2.8,7.3,2025-06-03 13:00:00,2025-06-07 06:00:00,89.0,5.0
TASK_0964,Meeting,Medium,In Progress,None,10,0.8,4.4,7.0,2025-06-03 20:00:00,2025-06-08 04:00:00,104.0,5.2
TASK_0965,Development,High,Completed,None,7,3.2,4.7,4.5,2025-06-03 03:00:00,2025-06-04 21:00:00,42.0,4.6
TASK_0966,Meeting,Medium,Completed,None,10,6.7,3.7,1.0,2025-06-04 13:00:00,2025-06-06 02:00:00,37.0,5.4
TASK_0967,Review,Low,Pending,None,7,5.8,0.4,2.1,2025-06-01 04:00:00,2025-06-05 08:00:00,100.0,3.6
TASK_0968,Planning,Low,Completed,External,6,3.9,3.3,5.8,2025-06-03 10:00:00,2025-06-05 09:00:00,47.0,4.2
TASK_0969,Documentation,Low,In Progress,Internal,3,0.9,2.1,7.1,2025-06-03 19:00:00,2025-06-05 16:00:00,45.0,2.9
TASK_0970,Development,Medium,Pending,External,10,3.7,2.4,4.8,2025-06-01 08:00:00,2025-06-03 03:00:00,43.0,5.2
TASK_0971,Documentation,Low,In Progress,Internal,3,4.0,0.2,7.6,2025-06-04 20:00:00,2025-06-09 00:00:00,100.0,2.7
TASK_0972,Meeting,Medium,In Progress,Internal,2,7.5,1.0,5.7,2025-06-01 21:00:00,2025-06-02 12:00:00,15.0,3.8
TASK_0973,Deployment,Medium,Completed,None,6,5.3,4.0,1.7,2025-06-02 02:00:00,2025-06-02 07:00:00,5.0,6.8
TASK_0974,Group Project,Low,In Progress,None,4,2.8,2.3,2.7,2025-06-01 09:00:00,2025-06-02 16:00:00,31.0,3.2
TASK_0975,Design,Low,Pending,None,5,4.4,1.5,8.6,2025-06-04 07:00:00,2025-06-07 12:00:00,77.0,3.8
TASK_0976,Review,Low,Pending,External,3,1.0,1.9,7.5,2025-06-05 09:00:00,2025-06-09 02:00:00,89.0,2.7
TASK_0977,Group Project,High,In Progress,Internal,6,7.8,4.3,9.1,2025-06-05 09:00:00,2025-06-08 21:00:00,84.0,5.0
TASK_0978,Presentation,Low,Pending,None,3,3.2,3.7,2.1,2025-06-03 12:00:00,2025-06-07 09:00:00,93.0,2.7
TASK_0979,Design,Medium,Completed,External,8,4.1,1.4,9.9,2025-06-03 02:00:00,2025-06-06 00:00:00,70.0,4.8
TASK_0980,Research,High,Pending,External,9,3.2,0.6,2.9,2025-06-01 09:00:00,2025-06-04 11:00:00,74.0,4.1
TASK_0981,Development,Medium,Completed,None,4,5.6,1.3,1.1,2025-06-01 05:00:00,2025-06-05 20:00:00,111.0,2.8
TASK_0982,Design,High,Completed,None,9,5.5,4.6,10.0,2025-06-03 13:00:00,2025-06-06 16:00:00,75.0,5.8
TASK_0983,Review,Medium,In Progress,None,7,5.9,2.9,3.5,2025-06-05 16:00:00,2025-06-09 07:00:00,87.0,4.3
TASK_0984,Exam Preparation,High,Completed,None,3,2.5,2.7,7.0,2025-06-01 04:00:00,2025-06-04 11:00:00,79.0,3.0
TASK_0985,Group Project,Low,Completed,None,7,2.9,3.0,2.6,2025-06-03 21:00:00,2025-06-08 03:00:00,102.0,3.8
TASK_0986,Planning,Low,In Progress,None,1,1.4,1.8,6.2,2025-06-03 14:00:00,2025-06-07 02:00:00,84.0,2.0
TASK_0987,Training,Medium,Pending,None,3,5.4,4.0,9.1,2025-06-03 07:00:00,2025-06-07 06:00:00,95.0,3.8
TASK_0988,Training,High,In Progress,None,6,0.8,2.6,3.9,2025-06-03 10:00:00,2025-06-07 22:00:00,108.0,3.3
TASK_0989,Review,High,In Progress,Internal,4,5.0,0.6,7.0,2025-06-03 14:00:00,2025-06-04 03:00:00,13.0,4.3
TASK_0990,Review,Low,Completed,None,7,7.0,0.6,2.7,2025-06-05 14:00:00,2025-06-09 07:00:00,89.0,3.9
TASK_0991,Report Writing,Low,In Progress,External,3,7.2,2.7,6.6,2025-06-04 16:00:00,2025-06-09 01:00:00,105.0,3.5
TASK_0992,Development,High,Completed,None,1,3.9,4.7,4.0,2025-06-03 10:00:00,2025-06-05 22:00:00,60.0,2.7
